OBJECTID,country,project_id,project_name,group_id,group_name,project_status,class,sub_class,grant_reference,phase,hectares,Shape__Area,Shape__Length
623,England,104000000026657,BC10 JS Young,,,Validated,Planted,Broadleaved (>80%),WCPG 26 20 21,9,20.09,200938.68209838867,5587.056313922263
624,England,104000000026657,BC10 JS Young,,,Validated,Other,Open Ground,WCPG 26 20 21,9,2.15,21474.58544921875,6498.280062173064
625,England,104000000026659,BC12 Brian Rutterford,,,Under Development,Planted,Broadleaved (>80%),,8,42.8,428019.71617126465,10946.709641643842
626,England,104000000026659,BC12 Brian Rutterford,,,Under Development,Other,Open Ground,,8,10.94,109370.18156433105,13726.915371295363
627,Scotland,104000000026674,Coulags,,,Validated,Planted,Broadleaved (>80%),18FGS30298-001,6,37.88,378789.0175933838,10541.111241781324
628,Scotland,104000000026674,Coulags,,,Validated,Other,Open Ground,18FGS30298-001,6,51.15,511449.7023162842,11619.730796090147
629,Scotland,104000000026679,Dunlossit Planting Phase 1,,,Validated,Planted,Broadleaved (>80%),18FGS28458,7,115.84,1158416.452217102,31814.552328724698
630,Scotland,104000000026679,Dunlossit Planting Phase 1,,,Validated,Other,Open Ground,18FGS28458,7,58.99,589929.5618667603,30540.88736381146
631,England,104000000026698,Tring,,,Validated,Planted,Broadleaved (>80%),WCF 07 18_19,6,10.8,108012.73430633545,3231.7147178304094
632,England,104000000026698,Tring,,,Validated,Other,Open Ground,WCF 07 18_19,6,15.1,151009.76847839355,4667.057610392684
633,Scotland,104000000026700,Kilrie Farm,,,Validated,Planted,Broadleaved (>80%),16FGS12678; 16FGS12601; RDC_RP/4457139/409/0018/4 ,8,35.05,350472.43531799316,13533.065324233943
634,Scotland,104000000026700,Kilrie Farm,,,Validated,Planted,Conifer (>80%),16FGS12678; 16FGS12601; RDC_RP/4457139/409/0018/4 ,8,3.09,30920.811447143555,1763.8284243378432
635,Scotland,104000000026700,Kilrie Farm,,,Validated,Other,Open Ground,16FGS12678; 16FGS12601; RDC_RP/4457139/409/0018/4 ,8,5.72,57238.204849243164,6658.68307802782
636,Scotland,104000000026718,Oban Trumisgarry,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Mixed predominantly broadleaved (50-80%),19FGS36818,7,2.49,24882.811569213867,769.8338833230644
637,Scotland,104000000026718,Oban Trumisgarry,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),19FGS36818,7,0.52,5195.028617858887,922.1314038799668
638,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),18FGS35038,6,3.76,37621.53244018555,2716.1508259615157
639,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Mixed predominantly broadleaved (50-80%),18FGS35038,6,9.37,93718.48947143555,2613.7511352610627
640,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Existing Woodland,18FGS35038,6,0.94,9440.389739990234,685.1131846381827
641,Scotland,104000000026719,Achnahanat,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,18FGS35038,6,4.07,40690.054779052734,4135.732516118425
642,Scotland,104000000026720,Badrallach,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS37644,6,17.38,173844.36770629883,4904.920470026805
643,Scotland,104000000026720,Badrallach,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS37644,6,2.92,29243.532135009766,3583.6838439575113
644,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),17FGS24801-002,6,0.94,9367.253295898438,872.9052853299527
645,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),17FGS24801-002,6,11.1,111026.08563232422,3441.8838280048435
646,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Existing Woodland,17FGS24801-002,6,0.13,1256.3914794921875,228.60196568392732
647,Scotland,104000000026721,Capenoch,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,17FGS24801-002,6,1.84,18402.642166137695,1890.6368984348617
648,Scotland,104000000026722,Castlemains,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS43064,6,2.81,28111.477294921875,4415.259216140402
649,Scotland,104000000026722,Castlemains,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),19FGS43064,6,10.84,108447.49467468262,1720.112861124267
650,Scotland,104000000026722,Castlemains,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS43064,6,1.01,10092.447509765625,2020.8426677786167
651,Scotland,104000000026723,Craigenseat,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS37886,6,12.05,120484.35427856445,3195.9593300457773
652,Scotland,104000000026723,Craigenseat,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS37886,6,1.02,10153.646240234375,1376.7827823070854
653,Scotland,104000000026726,Invermark,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),17FGS21321,7,20.43,204283.2481689453,8356.07086817243
654,Scotland,104000000026726,Invermark,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),17FGS21321,7,34.24,342422.84158325195,14436.555951531102
655,Scotland,104000000026726,Invermark,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,17FGS21321,7,34.78,347779.4855041504,12986.507591574213
656,England,104000000026727,Lowther 3,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),106283995/AG00782012/625733/HTAGRI AREA 2,7,47.23,472286.9451599121,23901.43512442008
657,England,104000000026727,Lowther 3,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,106283995/AG00782012/625733/HTAGRI AREA 2,7,169.04,1690416.2457122803,33754.2054836214
658,Scotland,104000000026728,Mary Ann's,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),18FGS34087,7,38.11,381090.17220306396,8251.977688677602
659,Scotland,104000000026728,Mary Ann's,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,18FGS34087,7,11.98,119841.33152008057,6282.286285506935
660,Scotland,104000000026729,Primrosehill woodland creation,,,Validated,Planted,Broadleaved (>80%),19FGS35798,8,0.91,9095.070907592773,1519.9530162548922
661,Scotland,104000000026729,Primrosehill woodland creation,,,Validated,Planted,Conifer (>80%),19FGS35798,8,7.95,79472.72357177734,3316.4880096682823
662,Scotland,104000000026729,Primrosehill woodland creation,,,Validated,Other,Open Ground,19FGS35798,8,0.58,5776.902786254883,912.9082261382943
663,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS44223,7,19.51,195143.56241607666,6333.61249107976
664,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),19FGS44223,7,4.68,46816.3913192749,1665.1316942919207
665,Scotland,104000000026730,Millhouse,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS44223,7,8.26,82553.70009613037,8607.998982590158
666,Scotland,104000000026731,Purgavie,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS36578-003,7,2.91,29079.020080566406,2977.717531885167
667,Scotland,104000000026731,Purgavie,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),19FGS36578-003,7,8.71,87106.94036865234,3036.508939898457
668,Scotland,104000000026731,Purgavie,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS36578-003,7,1.66,16582.27894592285,2775.09690752681
669,Scotland,104000000026732,Stobshaw,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),18FGS30818-002,7,7.5,74961.21981811523,7366.95894605912
670,Scotland,104000000026732,Stobshaw,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),18FGS30818-002,7,32.78,327786.5960845947,8552.137382232031
671,Scotland,104000000026732,Stobshaw,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,18FGS30818-002,7,13.44,134401.16677856445,10731.386903863642
672,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),18FGS33502,8,11.59,115912.61842346191,6098.978413614606
673,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),18FGS33502,8,5.18,51755.56072998047,2139.4681594672325
674,Scotland,104000000026733,Stronafian House,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,18FGS33502,8,7.35,73460.0650024414,8587.697214179923
675,Scotland,104000000026734,Ralia,,,Validated,Planted,Broadleaved (>80%),17FGS14479,8,66.86,668626.5152130127,23559.29730567298
676,Scotland,104000000026734,Ralia,,,Validated,Planted,Conifer (>80%),17FGS14479,8,146.34,1463370.0630187988,22279.080203622467
677,Scotland,104000000026734,Ralia,,,Validated,Other,Open Ground,17FGS14479,8,91.81,918107.5806732178,20995.525182946036
678,Scotland,104000000026738,Glenwhargen - Conifer,,,Validated,Planted,Broadleaved (>80%),17FGS15737,8,15.65,156465.48931884766,7645.26359184321
679,Scotland,104000000026738,Glenwhargen - Conifer,,,Validated,Planted,Conifer (>80%),17FGS15737,8,96.48,964785.0865631104,11966.383558629903
680,Scotland,104000000026738,Glenwhargen - Conifer,,,Validated,Other,Open Ground,17FGS15737,8,16.71,167076.2070159912,12405.300394250395
681,Scotland,104000000026740,Forter,,,Validated,Planted,Broadleaved (>80%),18FGS34198,8,9.88,98837.03828430176,7786.481919540102
682,Scotland,104000000026740,Forter,,,Validated,Planted,Conifer (>80%),18FGS34198,8,80.84,808379.911315918,19547.870148573224
683,Scotland,104000000026740,Forter,,,Validated,Other,Open Ground,18FGS34198,8,58.25,582523.0922698975,26810.149229584633
684,Wales,104000000026741,Bodorgan Estate Woodlands,,,Validated,Planted,Broadleaved (>80%),P0000171 et al.,8,129.4,1293963.3850860596,49827.85329301139
685,Wales,104000000026741,Bodorgan Estate Woodlands,,,Validated,Other,Existing Woodland,P0000171 et al.,8,109.73,1097272.7716903687,36728.78484732842
686,Northern Ireland,104000000026742,Hazel Bank,,,Validated,Planted,Broadleaved (>80%),n/a,7,0.89,8861.085899353027,1468.3500940406707
687,Northern Ireland,104000000026742,Hazel Bank,,,Validated,Planted,Conifer (>80%),n/a,7,3.71,37128.342933654785,870.4403553644318
688,Northern Ireland,104000000026742,Hazel Bank,,,Validated,Other,Open Ground,n/a,7,0.74,7446.37451171875,1944.653759205432
689,Scotland,104000000026745,Meall Gorm,,,Validated,Planted,Broadleaved (>80%),18FGS26878 ,7,59.9,599046.2624969482,19170.169047684645
690,Scotland,104000000026745,Meall Gorm,,,Validated,Planted,Conifer (>80%),18FGS26878 ,7,70.24,702353.2497558594,12819.364484525913
691,Scotland,104000000026745,Meall Gorm,,,Validated,Other,Open Ground,18FGS26878 ,7,137.66,1376608.6333312988,31042.71309621726
692,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS41123,7,38.92,389204.8137664795,18908.53775791505
693,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Conifer (>80%),19FGS41123,7,25.07,250712.0214691162,8604.557176620843
694,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Mixed predominantly conifer (50-80%),19FGS41123,7,25.16,251594.16540527344,7449.471677080856
695,Scotland,104000000026746,Hopecarton Burn,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS41123,7,32.88,328821.0864715576,28932.786222755167
696,Scotland,104000000026800,Munerigie,,,Validated,Planted,Broadleaved (>80%),20FGS47583,8,19.4,193996.07815551758,6493.252183155519
697,Scotland,104000000026800,Munerigie,,,Validated,Other,Existing Woodland,20FGS47583,8,3.13,31273.10358865559,2097.9450792137595
698,Scotland,104000000026800,Munerigie,,,Validated,Other,Open Ground,20FGS47583,8,16.92,182700.67735618725,6958.917422652569
699,Scotland,104000000026802,L & C Firpark,103000000017299,JDM – 2023 Group,Validated,Planted,Broadleaved (>80%),20FGS49483,8,18.96,189563.57264709473,8008.868821303915
700,Scotland,104000000026802,L & C Firpark,103000000017299,JDM – 2023 Group,Validated,Planted,Conifer (>80%),20FGS49483,8,16.94,169364.62351989746,5349.228648779978
701,Scotland,104000000026802,L & C Firpark,103000000017299,JDM – 2023 Group,Validated,Other,Open Ground,20FGS49483,8,8.64,86357.95393371582,9757.099214893313
702,Scotland,104000000026803,Banscol,103000000017181,Forest Carbon Group Scheme 10,Validated,Planted,Broadleaved (>80%),19FGS45383,7,7.85,78547.12522888184,2654.0192406691663
703,Scotland,104000000026803,Banscol,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Existing Woodland,19FGS45383,7,1.23,12345.955215454102,712.757164976957
704,Scotland,104000000026803,Banscol,103000000017181,Forest Carbon Group Scheme 10,Validated,Other,Open Ground,19FGS45383,7,6.78,67758.09744262695,3858.628581908004
705,Northern Ireland,104000000026804,Knockbarragh NWC,,,Validated,Planted,Broadleaved (>80%),Business ID 659913,7,0.91,9107.734825134277,2307.8248722467542
706,Northern Ireland,104000000026804,Knockbarragh NWC,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),Business ID 659913,7,4.51,45064.396198272705,2716.2380269344276
707,Northern Ireland,104000000026804,Knockbarragh NWC,,,Validated,Other,Open Ground,Business ID 659913,7,1.23,12295.935279846191,1843.4365149321936
708,Scotland,104000000026805,Corwar Farm,,,Validated,Planted,Broadleaved (>80%),19FGS38563,7,1.89,18891.2322845459,3121.4402294378515
709,Scotland,104000000026805,Corwar Farm,,,Validated,Planted,Conifer (>80%),19FGS38563,7,28.86,288596.16413879395,10084.847191804673
710,Scotland,104000000026806,Pyatshaw NWC 1,103000000017306,MSFLM Verification Group 1,Validated,Planted,Broadleaved (>80%),19FGS40323,6,3.92,39220.703842163086,2667.270784124922
711,Scotland,104000000026806,Pyatshaw NWC 1,103000000017306,MSFLM Verification Group 1,Validated,Other,Open Ground,19FGS40323,6,0.72,7177.153457641602,1548.442493200814
712,Scotland,104000000026808,Burrance NWC 2,103000000017306,MSFLM Verification Group 1,Validated,Planted,Broadleaved (>80%),18FGS30058,7,2.24,22391.43455505371,3514.905722574459
713,Scotland,104000000026808,Burrance NWC 2,103000000017306,MSFLM Verification Group 1,Validated,Planted,Conifer (>80%),18FGS30058,7,35.88,358782.31227111816,14187.853828669555
714,Scotland,104000000026808,Burrance NWC 2,103000000017306,MSFLM Verification Group 1,Validated,Other,Existing Woodland,18FGS30058,7,1.05,10496.886322021484,1484.8570915149157
715,Scotland,104000000026808,Burrance NWC 2,103000000017306,MSFLM Verification Group 1,Validated,Other,Open Ground,18FGS30058,7,4.58,45814.15286254883,9367.097380495517
716,Scotland,104000000026809,Edgerston Tofts,103000000017216,FDL 2021 Group Scheme,Validated,Planted,Broadleaved (>80%),19FGS42163,7,7.49,74882.37034606934,6503.442864757322
717,Scotland,104000000026809,Edgerston Tofts,103000000017216,FDL 2021 Group Scheme,Validated,Planted,Mixed predominantly broadleaved (50-80%),19FGS42163,7,10.58,105848.6847076416,6171.494248004892
718,Scotland,104000000026809,Edgerston Tofts,103000000017216,FDL 2021 Group Scheme,Validated,Planted,Conifer (>80%),19FGS42163,7,27.03,270317.93589782715,10050.59276847184
719,Scotland,104000000026809,Edgerston Tofts,103000000017216,FDL 2021 Group Scheme,Validated,Other,Open Ground,19FGS42163,7,55.97,559684.2872772217,13631.54333390425
720,England,104000000026813,Roseland Woods,103000000017226,Chatsworth Woodland Creation,Validated,Planted,Broadleaved (>80%),838636,8,7.03,70258.88725280762,2205.598825630609
721,England,104000000026813,Roseland Woods,103000000017226,Chatsworth Woodland Creation,Validated,Planted,Conifer (>80%),838636,8,1.7,16951.213104248047,780.1794777722104
722,England,104000000026813,Roseland Woods,103000000017226,Chatsworth Woodland Creation,Validated,Other,Open Ground,838636,8,2.75,27470.257568359375,5108.569010408573
723,England,104000000026816,Sarah’s wood,103000000017157,lonsdale group 20-21,Validated,Planted,Broadleaved (>80%),EWCO 02 21_22,7,19.3,193004.72468566895,1882.2852042548107
724,Scotland,104000000026817,Lick Estate,,,Verified,Planted,Broadleaved (>80%),18FGS29518,6,43.28,432829.97734069824,13884.05760475083
725,Scotland,104000000026817,Lick Estate,,,Verified,Other,Existing Woodland,18FGS29518,6,22.94,229418.40309143066,3978.5362312137904
726,Scotland,104000000026817,Lick Estate,,,Verified,Other,Open Ground,18FGS29518,6,14.7,147027.53660583496,11538.72733679786
727,England,104000000026818,Young Peoples Forest at Mead Phase 1,103000000017287,Mead Woodland,Validated,Planted,Broadleaved (>80%),WCF 01 19_20,6,31.45,314534.34677124023,3050.1358962226595
728,England,104000000026818,Young Peoples Forest at Mead Phase 1,103000000017287,Mead Woodland,Validated,Other,Existing Woodland,WCF 01 19_20,6,0.53,5304.89533996582,562.4131579049672
729,England,104000000026818,Young Peoples Forest at Mead Phase 1,103000000017287,Mead Woodland,Validated,Other,Open Ground,WCF 01 19_20,6,1.73,17255.338424682617,536.4817032043454
730,Scotland,104000000026819,Haltree Farm NWC,103000000017306,MSFLM Verification Group 1,Validated,Planted,Broadleaved (>80%),18FGS25717,6,2.44,24421.54054260254,1647.943508727988
731,Scotland,104000000026819,Haltree Farm NWC,103000000017306,MSFLM Verification Group 1,Validated,Planted,Conifer (>80%),18FGS25717,6,14.48,144809.34342956543,2787.138959995967
732,Scotland,104000000026819,Haltree Farm NWC,103000000017306,MSFLM Verification Group 1,Validated,Other,Open Ground,18FGS25717,6,2.45,24460.95346069336,1760.5948237448988
733,Scotland,104000000026820,Brockhouse NWC 1,103000000017306,MSFLM Verification Group 1,Validated,Planted,Broadleaved (>80%),19FGS37058,6,0.85,8532.052871704102,1370.5858115845563
734,Scotland,104000000026820,Brockhouse NWC 1,103000000017306,MSFLM Verification Group 1,Validated,Planted,Conifer (>80%),19FGS37058,6,6.51,65133.850494384766,2725.4775475311367
735,Scotland,104000000026820,Brockhouse NWC 1,103000000017306,MSFLM Verification Group 1,Validated,Other,Open Ground,19FGS37058,6,0.22,2230.878158569336,668.1985319604779
736,Scotland,104000000026821,Suisgill,,,Validated,Planted,Broadleaved (>80%),19FGS36438,6,2.31,23075.850128173828,1292.7557917972488
737,Scotland,104000000026821,Suisgill,,,Validated,Planted,Conifer (>80%),19FGS36438,6,17.29,172852.5997467041,2821.4374075713704
738,Scotland,104000000026821,Suisgill,,,Validated,Other,Open Ground,19FGS36438,6,2.61,26118.910522460938,3202.0590153491894
739,Scotland,104000000026824,Auchenleck,,,Validated,Planted,Broadleaved (>80%),18FGS29558-001  ,7,2.3,23029.974227905273,4050.386872475296
740,Scotland,104000000026824,Auchenleck,,,Validated,Planted,Conifer (>80%),18FGS29558-001  ,7,34.6,346047.96994018555,5869.676674084722
741,Scotland,104000000026824,Auchenleck,,,Validated,Other,Open Ground,18FGS29558-001  ,7,6.85,68480.09251403809,6658.9170283884905
742,Scotland,104000000026825,Fairgirth,,,Validated,Planted,Broadleaved (>80%),19FGS39563,7,2.27,22664.5633392334,1912.11661446178
743,Scotland,104000000026825,Fairgirth,,,Validated,Planted,Conifer (>80%),19FGS39563,7,26.36,263620.1282196045,7110.588009901137
744,Scotland,104000000026825,Fairgirth,,,Validated,Other,Open Ground,19FGS39563,7,3.01,30058.558654785156,6708.347949246436
745,Scotland,104000000026826,8 Dalnabreac,,,Verified,Planted,Broadleaved (>80%),17FGS13997-001,6,16.55,165491.12996673584,5577.142512941231
746,Scotland,104000000026826,8 Dalnabreac,,,Verified,Other,Open Ground,17FGS13997-001,6,5.84,58372.55599975586,4245.273955080143
747,Scotland,104000000026877,The Greens,,,Validated,Planted,Broadleaved (>80%),20FGS53424; 17FGS20498,7,1.4,13957.30354309082,1457.5438347854415
748,Scotland,104000000026877,The Greens,,,Validated,Planted,Conifer (>80%),20FGS53424; 17FGS20498,7,32.5,325001.57035827637,8253.173667575466
749,Scotland,104000000026877,The Greens,,,Validated,Planted,Mixed predominantly conifer (50-80%),20FGS53424; 17FGS20498,7,2.73,27314.227172851562,1948.3516952503464
750,Scotland,104000000026877,The Greens,,,Validated,Other,Open Ground,20FGS53424; 17FGS20498,7,3.22,32199.730865478516,4676.641803816446
751,Scotland,104000000026885,Garnaburn Farm NWC,103000000017306,MSFLM Verification Group 1,Validated,Planted,Broadleaved (>80%),17FGS25137,6,7.05,70520.26383972168,11723.032007797936
752,Scotland,104000000026885,Garnaburn Farm NWC,103000000017306,MSFLM Verification Group 1,Validated,Planted,Conifer (>80%),17FGS25137,6,37.59,375864.6629562378,13157.077476543225
753,Scotland,104000000026885,Garnaburn Farm NWC,103000000017306,MSFLM Verification Group 1,Validated,Other,Open Ground,17FGS25137,6,5.87,58729.92961883545,7585.938624642134
754,Scotland,104000000026887,R 2020 LY,103000000017150,New Carbon Woodlands 1,Validated,Planted,Broadleaved (>80%),18FGS32258-001,7,16.18,161765.86824035645,8028.728514694247
755,Scotland,104000000026887,R 2020 LY,103000000017150,New Carbon Woodlands 1,Validated,Other,Open Ground,18FGS32258-001,7,15.26,152577.72416687012,9240.667276460641
756,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Planted,Broadleaved (>80%),20FGS47483,7,4.63,46259.02397155762,12652.232326214104
757,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Planted,Conifer (>80%),20FGS47483,7,27.46,274596.7875671387,12317.61497170436
758,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Other,Existing Woodland,20FGS47483,7,0.42,4222.832168579102,989.1819315847436
759,Scotland,104000000026893,West Mains NWC,103000000017195,MSFLM Group 3,Validated,Other,Open Ground,20FGS47483,7,5.13,51318.83822631836,11626.854781088197
760,Scotland,104000000026896,Bowerhouse & Pilmuir NWC,103000000017260,MSFLM Group4,Validated,Planted,Broadleaved (>80%),20FGS50684,8,3.06,30630.240753173828,5434.48344488028
761,Scotland,104000000026896,Bowerhouse & Pilmuir NWC,103000000017260,MSFLM Group4,Validated,Planted,Conifer (>80%),20FGS50684,8,12.75,127536.53282165527,6676.501684532934
762,Scotland,104000000026896,Bowerhouse & Pilmuir NWC,103000000017260,MSFLM Group4,Validated,Other,Existing Woodland,20FGS50684,8,0.82,8213.22721862793,1405.3305082230183
763,Scotland,104000000026896,Bowerhouse & Pilmuir NWC,103000000017260,MSFLM Group4,Validated,Other,Open Ground,20FGS50684,8,2.94,29401.471725463867,4449.632752794857
764,England,104000000026898,Bluebell Wood,,,Verified,Planted,Broadleaved (>80%),HS2 WF 1317_18,6,9.19,91931.9384841919,2028.7304261757083
765,England,104000000026898,Bluebell Wood,,,Verified,Other,Open Ground,HS2 WF 1317_18,6,0.89,8917.73046875,1106.0517017729974
766,England,104000000026899,Cliffe Estate 2020/21 planting,70,Nicholsons Group 1,Under Development,Planted,Broadleaved (>80%),,8,5.11,51140.002182006836,2217.9499778702875
767,England,104000000026899,Cliffe Estate 2020/21 planting,70,Nicholsons Group 1,Under Development,Other,Open Ground,,8,0.18,1824.6762237548828,497.25230745272387
768,Scotland,104000000026918,Creag an Fhithich,,,Verified,Planted,Broadleaved (>80%),17FGS24317,7,12.05,120547.41554260254,4843.610049666539
769,Scotland,104000000026918,Creag an Fhithich,,,Verified,Planted,Conifer (>80%),17FGS24317,7,6.14,61364.118103027344,2438.332485643079
770,Scotland,104000000026918,Creag an Fhithich,,,Verified,Other,Open Ground,17FGS24317,7,5.27,52698.95492553711,6915.907735989
771,Scotland,104000000026920,Selcoth Burn,,,Validated,Planted,Broadleaved (>80%),20FGS51523,7,23.12,231175.32510375977,12767.517750039679
772,Scotland,104000000026920,Selcoth Burn,,,Validated,Planted,Conifer (>80%),20FGS51523,7,19.59,195865.3201904297,4359.457028308877
773,Scotland,104000000026920,Selcoth Burn,,,Validated,Planted,Mixed predominantly conifer (50-80%),20FGS51523,7,3.26,32597.39828491211,1498.5810185968783
774,Scotland,104000000026920,Selcoth Burn,,,Validated,Other,Open Ground,20FGS51523,7,13.5,134975.34620666504,19829.714649286125
775,Scotland,104000000026921,Ledcharrie NWC,,,Validated,Planted,Broadleaved (>80%),19FGS43803,8,46.84,468439.95735168457,27450.002973360686
776,Scotland,104000000026921,Ledcharrie NWC,,,Validated,Other,Open Ground,19FGS43803,8,13.5,135038.76667785645,25516.674460239534
777,Scotland,104000000026927,Letterewe Woodland Creation,,,Validated,Planted,Broadleaved (>80%),19FGS36938-001A,6,115.27,1152696.2514648438,29280.06740735541
778,Scotland,104000000026927,Letterewe Woodland Creation,,,Validated,Other,Open Ground,19FGS36938-001A,6,63.56,635561.2489776611,28236.069623721105
779,Scotland,104000000026928,Halkshill & Blairpark,,,Validated,Planted,Broadleaved (>80%),19FGS36078,8,106.38,1063825.1576080322,56219.27152039086
780,Scotland,104000000026928,Halkshill & Blairpark,,,Validated,Planted,Conifer (>80%),19FGS36078,8,350.64,3506387.2917022705,106646.16889033164
781,Scotland,104000000026928,Halkshill & Blairpark,,,Validated,Other,Existing Woodland,19FGS36078,8,44.47,444656.66596984863,13797.426469810638
782,Scotland,104000000026928,Halkshill & Blairpark,,,Validated,Other,Open Ground,19FGS36078,8,378.95,3789487.686141968,181861.12821521054
783,Scotland,104000000026929,Bamff Woodland Creation,,,Validated,Planted,Broadleaved (>80%),18FGS26498-002,7,58.96,589589.3281402588,11981.891960308696
784,Scotland,104000000026929,Bamff Woodland Creation,,,Validated,Planted,Mixed predominantly conifer (50-80%),18FGS26498-002,7,20.73,207316.7374420166,3081.445576477768
785,Scotland,104000000026929,Bamff Woodland Creation,,,Validated,Other,Open Ground,18FGS26498-002,7,37.29,372946.67889404297,17192.138892103438
786,England,104000000026931,Buckminster Estate (P2019 onwards),70,Nicholsons Group 1,Under Development,Planted,Broadleaved (>80%),"626702; and
EWCO 101 21_22",8,4.18,41783.23937988281,2739.581651264186
787,England,104000000026931,Buckminster Estate (P2019 onwards),70,Nicholsons Group 1,Under Development,Other,Open Ground,"626702; and
EWCO 101 21_22",8,0.8,7955.1126708984375,1779.2768797577735
788,Scotland,104000000026932,Coire Ealt,,,Validated,Planted,Broadleaved (>80%),19FGS41683,8,32.78,327828.6318511963,11715.135465297259
789,Scotland,104000000026932,Coire Ealt,,,Validated,Other,Open Ground,19FGS41683,8,5.75,57534.58052062988,2253.1964439320113
790,Scotland,104000000026933,Brawliemuir,,,Validated,Planted,Broadleaved (>80%),20FGS48003-001 ,6,8.25,82545.78955078125,5645.127276096862
791,Scotland,104000000026933,Brawliemuir,,,Validated,Planted,Conifer (>80%),20FGS48003-001 ,6,110.4,1104009.796722412,14483.905591403502
792,Scotland,104000000026933,Brawliemuir,,,Validated,Other,Open Ground,20FGS48003-001 ,6,32.21,322085.0029602051,19724.440658342814
793,Scotland,104000000026941,Corrour,,,Validated,Planted,Broadleaved (>80%),17FGS19717,8,26.57,265679.4067687988,8129.927530531632
794,Scotland,104000000026941,Corrour,,,Validated,Natural Regeneration - Upfront,Broadleaved (>80%),17FGS19717,8,133.61,1336074.2688598633,12434.603020001234
795,Scotland,104000000026941,Corrour,,,Validated,Other,Existing Woodland,17FGS19717,8,0.85,8509.168365478516,1397.9291724653563
796,Scotland,104000000026941,Corrour,,,Validated,Other,Open Ground,17FGS19717,8,47.59,475902.9994049072,16704.7475601833
