OBJECTID,country,project_id,project_name,group_id,group_name,project_status,class,sub_class,grant_reference,phase,hectares,Shape__Area,Shape__Length
163,England,103000000008782,Benson Wood,,,Verified,Planted,Broadleaved (>80%),No Grant,1,0.44,4361.951835632324,268.58719744257513
164,Scotland,103000000008981,Mill of Pitmedden,103000000002945,Forest Carbon Group Scheme 2,Validated,Planted,Broadleaved (>80%),SRDP 4884177,1,12.88,128756.10855102539,3105.1887315579806
165,England,103000000009187,Howesyke,,,Validated,Planted,Broadleaved (>80%),EWGS 3097 /20940/ 23261 / CS 326513,5,67.28,672779.3059387207,12150.753714141838
166,England,103000000009278,Crick Jubilee Wood,,,Verified,Planted,Broadleaved (>80%),EWGS 32601,1,8.04,80371.54306030273,1311.033919082221
167,Scotland,103000000009782,Halkburn,103000000002945,Forest Carbon Group Scheme 2,Validated,Planted,Broadleaved (>80%),SRDP 3790276,1,22.92,229208.6333770752,4126.649887116724
168,Scotland,103000000009783,Rottal,103000000002945,Forest Carbon Group Scheme 2,Validated,Planted,Broadleaved (>80%),SRDP 4713406,1,16.47,164746.5023651123,5350.842394202915
169,England,103000000009784,Thorney Coppice,103000000002945,Forest Carbon Group Scheme 2,Validated,Planted,Mixed predominantly conifer (50-80%),River Nene Regional Park SGL 30964.0002,1,11.17,111737.33996582031,2787.1264737994793
170,Scotland,103000000009785,Shallgreen,103000000002945,Forest Carbon Group Scheme 2,Validated,Planted,Mixed predominantly broadleaved (50-80%),"SRDP 4893977, SRDP 5027554",1,9.05,90459.55708312988,3150.0655938155587
171,Scotland,103000000009786,Opinan,103000000002945,Forest Carbon Group Scheme 2,Validated,Planted,Broadleaved (>80%),SRDP 4892299,1,4.64,46437.21643066406,942.1680920589008
172,Scotland,103000000010207,Spott Wood,,,Verified,Planted,Mixed predominantly broadleaved (50-80%),RDC_RP/4419342/111/0061/4714747/S/002,1,152.53,1525253.0768585205,7319.228355195304
173,Scotland,103000000010210,Mains of Edinvale,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Conifer (>80%),FGS 15FGS00374,2,40.42,404233.32356262207,4749.925803734807
174,England,103000000010211,Nanpantan,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Mixed predominantly broadleaved (50-80%),RD 34359,2,24.96,249616.5966644287,3124.619903829111
175,England,103000000010212,Mallerstang,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Broadleaved (>80%),NE Env Stewardship AG00636634,2,55.89,558938.1118469238,13400.261788907874
176,England,103000000010301,Zetland Estate WCC areas,103000000004446,Zetland Estate,Verified,Planted,Mixed predominantly conifer (50-80%),"EWGS 24345, EWGS 34734",2,23.14,231404.33081054688,10062.239129213749
177,England,103000000010317,Folly Field Woodland Creation,103000000004546,Bromborough SmallWood Group,Verified,Planted,Broadleaved (>80%),EWGS 31594,1,3.12,31161.38380432129,746.2990689083579
178,England,103000000010394,Tips Woodland Creation,103000000004546,Bromborough SmallWood Group,Verified,Planted,Mixed predominantly broadleaved (50-80%),EWGS 31594,1,4.62,46203.98902130127,860.2193109513912
179,Wales,103000000010678,Ffos Las,,,Verified,Planted,Broadleaved (>80%),P0000126,7,31.37,313720.8500442505,6360.434232673187
180,Wales,103000000010678,Ffos Las,,,Verified,Other,Existing Woodland,P0000126,7,1.96,19603.26039123535,1152.258036159301
181,Wales,103000000010678,Ffos Las,,,Verified,Other,Open Ground,P0000126,7,15.98,159796.43357086182,7876.026880311442
182,Scotland,103000000011092,Altan Ruadh,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Conifer (>80%),15FGS 00577,1,14.94,149417.1512145996,1567.715461938556
183,Scotland,103000000011093,Ruddenleys,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Broadleaved (>80%),n/a,1,16.8,168015.8045349121,5741.330566900156
184,Scotland,103000000011095,Headshaw,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Mixed predominantly broadleaved (50-80%),FGS 15FGS00693,2,11.38,113783.28974914551,2522.6264418860287
185,Scotland,103000000011096,Brin Croft,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Broadleaved (>80%),FGS 15FGS02814,2,4.96,49550.28048706055,1026.7899432524466
186,England,103000000011098,Boston Beech Wood Extension,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Broadleaved (>80%),ERDP 38021,1,4.11,41135.759353637695,1297.5296983236506
187,England,103000000011099,Whitelee,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Mixed predominantly broadleaved (50-80%),RD 38168,2,9.03,90256.60775756836,1294.7933302806443
188,England,103000000011099,Whitelee,103000000004447,Forest Carbon Group Scheme 3,Verified,Other,Open Ground,RD 38168,2,0.87,8672.856719970703,627.1758822827068
189,England,103000000011100,High Windy,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Broadleaved (>80%),ERDP 37969,1,13.37,133689.64973449707,1976.0565661547867
190,Scotland,103000000011101,Ardlogie,103000000004447,Forest Carbon Group Scheme 3,Verified,Planted,Conifer (>80%),15FGS 00873,1,13.27,132743.01043701172,2910.0651790996844
191,Scotland,103000000011182,Aucharroch Farm,,,Verified,Planted,Broadleaved (>80%),16FGS09714,2,8.06,80649.87231445312,4226.273136799171
192,Scotland,103000000011182,Aucharroch Farm,,,Verified,Planted,Conifer (>80%),16FGS09714,2,18.48,184794.7152557373,6447.865709412862
193,Scotland,103000000011182,Aucharroch Farm,,,Verified,Other,Open Ground,16FGS09714,2,4.2,41969.31022644043,9302.178375385573
194,Scotland,103000000011183,Stirkfield Farm,,,Verified,Planted,Broadleaved (>80%),16FGS 12837-001,1,11.13,111290.64231872559,2890.4878896541804
195,Scotland,103000000011183,Stirkfield Farm,,,Verified,Other,Open Ground,16FGS 12837-001,1,1.01,10107.688659667969,389.98552558346677
196,England,104000000011995,Hilley Farm Woodlands,,,Verified,Planted,Mixed predominantly broadleaved (50-80%),EWGS 33512,3,4.78,47765.113456726074,2180.9873636817465
197,Scotland,104000000012135,Baads Mill,,,Verified,Planted,Conifer (>80%),15FGS 03257,3,25.64,256412.96827697754,3837.6884368957976
198,Wales,104000000012151,Coed y Foel,,,Verified,Planted,Broadleaved (>80%),Glastir A0035099,3,21.07,210748.0814590454,6513.615666688976
199,Wales,104000000012151,Coed y Foel,,,Verified,Other,Existing Woodland,Glastir A0035099,3,1.19,11875.646747589111,771.0577850633894
200,Wales,104000000012151,Coed y Foel,,,Verified,Other,Open Ground,Glastir A0035099,3,4.6,46016.03539657593,4622.890811993471
201,Wales,104000000012194,Brynhoveth,103000000006745,GrwpCoed.Cymru 1,Validated,Planted,Broadleaved (>80%),Glastir P0000019,2,0.9,8989.551208496094,916.5123492286419
202,Scotland,104000000012235,An Sidhean,103000000005649,Bowlts 2016,Verified,Planted,Mixed predominantly broadleaved (50-80%),RDC_RP/3789697/651/0043/4895360,3,38.75,387538.1142730713,6049.878477592483
203,Scotland,104000000012235,An Sidhean,103000000005649,Bowlts 2016,Verified,Other,Open Ground,RDC_RP/3789697/651/0043/4895360,3,8.08,80823.1149597168,4656.61215624583
204,Scotland,104000000012236,Allt na Tamshaig,103000000005649,Bowlts 2016,Verified,Planted,Broadleaved (>80%),RDC_RP/3789697/651/0043/4895360,3,65.05,650486.0168457031,6966.548683364704
205,Scotland,104000000012236,Allt na Tamshaig,103000000005649,Bowlts 2016,Verified,Other,Open Ground,RDC_RP/3789697/651/0043/4895360,3,7.89,78907.4239654541,3694.0320590243027
206,Wales,104000000012334,jess wood,103000000005746,James Lonsdale Group 3,Validated,Planted,Broadleaved (>80%),Glastir A0048625,2,16.7,166970.4946784973,3105.358472763849
207,Wales,104000000012335,Henry wood,103000000005746,James Lonsdale Group 3,Validated,Planted,Broadleaved (>80%),Glastir A0048625,2,11.97,119666.77724075317,2687.710045571808
208,Wales,104000000012335,Henry wood,103000000005746,James Lonsdale Group 3,Validated,Other,Open Ground,Glastir A0048625,2,0.37,3710.751148223877,258.27203147174765
209,Scotland,104000000012425,Allt Ruadh,,,Validated,Planted,Broadleaved (>80%),16FGS 08734,3,150.78,1507794.8099975586,8186.149731534255
210,Scotland,104000000012425,Allt Ruadh,,,Validated,Other,Open Ground,16FGS 08734,3,29.31,293135.9875488281,11934.897073496473
211,Wales,104000000012613,Upper Hall Farm,103000000006745,GrwpCoed.Cymru 1,Validated,Planted,Broadleaved (>80%),P0000039 and P0000070,6,21.66,216553.55918121338,13294.574445778147
212,Wales,104000000012613,Upper Hall Farm,103000000006745,GrwpCoed.Cymru 1,Validated,Other,Existing Woodland,P0000039 and P0000070,6,9.1,91017.14791107178,5450.960742217464
213,Wales,104000000012613,Upper Hall Farm,103000000006745,GrwpCoed.Cymru 1,Validated,Other,Open Ground,P0000039 and P0000070,6,15.34,153360.62030792236,4366.643969464558
214,England,104000000012690,Bridge End Farm 2017,103000000006046,2017-2020,Verified,Planted,Mixed predominantly broadleaved (50-80%),37947,5,12.43,124268.92164611816,4058.1719327754417
215,England,104000000012695,Ormsgill Green,,,Validated,Planted,Broadleaved (>80%),EWGS 33460 & CS 37881,5,27.13,271324.7945404053,10206.937854543952
216,Scotland,104000000012992,Caledonian Woodland Carbon Scheme,,,Verified,Planted,Mixed predominantly broadleaved (50-80%),SRDP 4634440,3,36.28,362847.1738128662,9975.72020319481
217,Scotland,104000000012992,Caledonian Woodland Carbon Scheme,,,Verified,Other,Open Ground,SRDP 4634440,3,7.78,77812.28477478027,4084.0669051060268
218,Wales,104000000013201,Penygaer,103000000017167,2020 HWF group,Verified,Planted,Broadleaved (>80%),104-13201-GWC,5,8.96,89638.00165176392,2988.801372936447
219,Wales,104000000013201,Penygaer,103000000017167,2020 HWF group,Verified,Other,Open Ground,104-13201-GWC,5,0.46,4581.569217681885,1496.2333065661346
220,Wales,104000000013203,Rhydlanfair,103000000006745,GrwpCoed.Cymru 1,Validated,Planted,Broadleaved (>80%),A0015738-GWC,5,1.81,18120.663467407227,2018.8306482400126
221,Wales,104000000013206,Garthmyn Isaf,103000000006745,GrwpCoed.Cymru 1,Validated,Planted,Broadleaved (>80%),Glastir P0000060,4,30.29,302918.4820098877,2830.2875377791825
222,Wales,104000000013207,Ysgwyddgwyn,103000000006745,GrwpCoed.Cymru 1,Validated,Planted,Broadleaved (>80%),P0000030 and P0000071,5,10.76,107614.38748931885,3964.123197920581
223,Wales,104000000013207,Ysgwyddgwyn,103000000006745,GrwpCoed.Cymru 1,Validated,Planted,Mixed predominantly conifer (50-80%),P0000030 and P0000071,5,8.05,80477.05322647095,2506.4070909514357
224,Wales,104000000013210,Pantyrhyn,103000000017167,2020 HWF group,Verified,Planted,Broadleaved (>80%),104-13210-GWC,5,2.51,25126.15376663208,918.9029354327157
225,Wales,104000000013212,Cwm Fagor 2016-17,,,Verified,Planted,Mixed predominantly broadleaved (50-80%),Glastir P0000137,4,34.76,347631.8458251953,4664.021180897827
226,Wales,104000000013494,Pencefn Drysgol,103000000017148,SFM Group 1,Validated,Planted,Broadleaved (>80%),"GWC P0000138, P0000242, P0000264",5,30.99,309936.1165084839,10744.213376516653
227,Scotland,104000000013495,Ballygowan,,,Verified,Planted,Broadleaved (>80%),17FGS18417,6,83.98,839834.9605712891,16148.113747017482
228,Scotland,104000000013495,Ballygowan,,,Verified,Other,Existing Woodland,17FGS18417,6,0.18,1778.515365600586,250.10030688939048
229,Scotland,104000000013495,Ballygowan,,,Verified,Other,Open Ground,17FGS18417,6,16.13,161301.7668914795,14283.144974844867
230,Scotland,104000000013725,Strathmulzie,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),16FGS 07294,4,82.13,821348.1730957031,11058.99966539721
231,Scotland,104000000013725,Strathmulzie,103000000006547,Forest Carbon Group Scheme 4,Validated,Other,Existing Woodland,16FGS 07294,4,1.07,10659.623641967773,619.9695060995639
232,Scotland,104000000013725,Strathmulzie,103000000006547,Forest Carbon Group Scheme 4,Validated,Other,Open Ground,16FGS 07294,4,16.76,167568.01684570312,9274.278076330873
233,England,104000000013726,Lulworth,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Conifer (>80%),EWGS 38120,4,13.02,130200.68469429016,1858.0999937012084
234,England,104000000013727,Sunny Brow,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),EWGS 38078,4,3.64,36351.59761047363,1674.6977619509282
235,England,104000000013728,Madresfield 2,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Mixed predominantly conifer (50-80%),EWGS 38067,4,3.11,31061.168327331543,1068.037193237502
236,Scotland,104000000013729,Langlee Mains,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),16FGS 07095,4,14.29,142860.48030090332,3837.640652642549
237,Scotland,104000000013730,Lynbreck,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Mixed predominantly broadleaved (50-80%),16FGS 07095,4,17.94,179423.9747467041,1824.9773987531364
238,Scotland,104000000013731,Aswanley,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),16FGS 07815,4,6.69,66862.28884887695,2159.3215111032478
239,Scotland,104000000013732,Nether Kidston,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),RDC_RP/3825415/644/0012/4695360/S/003,4,4.35,43466.101821899414,1578.2280010965524
240,Scotland,104000000013733,Druim Suardalain,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),16FGS 06454,4,188.99,1889894.961090088,11321.53954337621
241,Scotland,104000000013733,Druim Suardalain,103000000006547,Forest Carbon Group Scheme 4,Validated,Other,Existing Woodland,16FGS 06454,4,6.49,64879.20083618164,3016.7603993505018
242,England,104000000013734,Montgomery,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),Changing Landscapes Scheme 2014.05,4,2.78,27751.577934265137,805.3316188357596
243,Scotland,104000000013735,Arnott's Loan,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),FGS 12143,4,27.75,277513.10835266113,3112.1616881538084
244,England,104000000013736,Meldon,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Mixed predominantly conifer (50-80%),EWGS 38002,4,7.26,72555.62133789062,1228.8755710009132
245,Scotland,104000000013737,Auchintender,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Conifer (>80%),16FGS 11237,4,48.6,485989.01776123047,5744.166643372907
246,England,104000000013738,Holmeshead & Pullscar,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Broadleaved (>80%),38074 & 38062,4,20.61,206134.1886291504,4094.8971731744373
247,England,104000000013738,Holmeshead & Pullscar,103000000006547,Forest Carbon Group Scheme 4,Validated,Other,Existing Woodland,38074 & 38062,4,2.5,25031.719528198242,1310.409768518689
248,Scotland,104000000013739,Ledmore,103000000006547,Forest Carbon Group Scheme 4,Validated,Planted,Mixed predominantly conifer (50-80%),16FGS 11477,4,89.48,894754.752746582,5637.506020608349
249,Scotland,104000000013739,Ledmore,103000000006547,Forest Carbon Group Scheme 4,Validated,Other,Existing Woodland,16FGS 11477,4,1.74,17381.600067138672,684.3072855010771
250,Wales,104000000013990,Coed y Foel Pasture,,,Verified,Planted,Broadleaved (>80%),Glastir 7426711,4,14.12,141227.96991348267,1766.8681993696066
251,England,104000000014095,Langley Vale Phase 1,,,Validated,Planted,Broadleaved (>80%),"CS 467544, 323681",4,38.6,385993.82901000977,9049.99737330156
252,Wales,104000000014100,New House Farm,,,Validated,Planted,Broadleaved (>80%),Glastir 7473764,4,14.07,140669.04802703857,2633.940995501438
253,Wales,104000000014100,New House Farm,,,Validated,Other,Existing Woodland,Glastir 7473764,4,3.02,30180.869033813477,1705.3798057106676
254,England,104000000014111,Deenethorpe Estate,,,Validated,Planted,Broadleaved (>80%),CS 300903; 450218 & 834919 ,7,37.19,371881.19802856445,9321.19084139811
255,England,104000000014111,Deenethorpe Estate,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),CS 300903; 450218 & 834919 ,7,12.17,121728.96282958984,4249.683336312028
256,England,104000000014111,Deenethorpe Estate,,,Validated,Planted,Conifer (>80%),CS 300903; 450218 & 834919 ,7,4.29,42913.9210357666,830.4749646699274
257,Scotland,104000000014114,Glenferness - Aitnoch Hill,,,Verified,Planted,Broadleaved (>80%),16FGS5934-001,6,14.44,144351.11727905273,8290.202699343172
258,Scotland,104000000014114,Glenferness - Aitnoch Hill,,,Verified,Planted,Conifer (>80%),16FGS5934-001,6,121.68,1216787.5934448242,23201.92193019937
259,Scotland,104000000014114,Glenferness - Aitnoch Hill,,,Verified,Other,Open Ground,16FGS5934-001,6,113.44,1134392.548965454,29579.32578467215
260,England,104000000014115,Emilies wood,,,Validated,Planted,Broadleaved (>80%),CS 464281,5,7.63,76328.4885559082,3632.85104031138
261,England,104000000014134,Smithills Phase 1,103000000017286,Smithills Woodland,Validated,Planted,Broadleaved (>80%),HLF HG-14-03017,4,9.66,96611.02735900879,5147.5157161720945
262,England,104000000014134,Smithills Phase 1,103000000017286,Smithills Woodland,Validated,Other,Open Ground,HLF HG-14-03017,4,0.69,6893.02815246582,1746.4639200060292
263,England,104000000014207,Great Thorndean PPP,,,Validated,Planted,Broadleaved (>80%),WCPG 14 17_18,5,11.96,119563.22314071655,2642.236362844315
264,England,104000000014207,Great Thorndean PPP,,,Validated,Other,Open Ground,WCPG 14 17_18,5,23.88,238782.59310531616,5894.3731022974025
